AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,INCOME_CATEGORY_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
"25-34","U","50-74K","Unknown","50-74K","Single Female",1,"None/Unknown",816
"25-34","U","50-74K","Unknown","50-74K","Single Female",1,"None/Unknown",859
"45-54","U","15-24K","Unknown","Under 35K","Unknown",1,"None/Unknown",863
"45-54","U","150-174K","Unknown","150K+","Single Male",1,"None/Unknown",895
"35-44","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",903
"45-54","U","15-24K","Unknown","Under 35K","Single Female",1,"None/Unknown",915
"45-54","U","35-49K","Unknown","35-49K","Unknown",1,"None/Unknown",922
"45-54","U","Under 15K","Unknown","Under 35K","Single Female",1,"None/Unknown",934
"19-24","U","Under 15K","Unknown","Under 35K","Single Female",1,"None/Unknown",946
"19-24","U","Under 15K","Unknown","Under 35K","Single Female",1,"None/Unknown",955
"25-34","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",986
"35-44","U","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",1003
"25-34","U","15-24K","Unknown","Under 35K","Single Male",1,"None/Unknown",1004
"25-34","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",1041
"35-44","U","50-74K","Unknown","50-74K","Single Male",1,"None/Unknown",1057
"45-54","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",1082
"35-44","U","Under 15K","Unknown","Under 35K","Unknown",1,"None/Unknown",1163
"25-34","U","15-24K","Unknown","Under 35K","Single Male",1,"None/Unknown",1164
"45-54","U","15-24K","Unknown","Under 35K","Single Female",1,"None/Unknown",1178
"45-54","U","100-124K","Unknown","100-150K","Single Female",1,"None/Unknown",1228
"45-54","U","15-24K","Unknown","Under 35K","Single Male",1,"None/Unknown",1264
"25-34","U","75-99K","Unknown","75-99K","Single Female",1,"None/Unknown",1267
"45-54","U","15-24K","Unknown","Under 35K","Single Female",1,"None/Unknown",1270
"45-54","U","Under 15K","Unknown","Under 35K","Unknown",1,"None/Unknown",1306
"25-34","U","100-124K","Unknown","100-150K","Single Female",1,"None/Unknown",1378
"55-64","U","15-24K","Unknown","Under 35K","Single Male",1,"None/Unknown",1402
"35-44","U","35-49K","Unknown","35-49K","Single Female",1,"None/Unknown",1419
"45-54","U","15-24K","Unknown","Under 35K","Single Male",1,"None/Unknown",1423
"45-54","U","Under 15K","Unknown","Under 35K","Single Female",1,"None/Unknown",1438
"45-54","U","35-49K","Unknown","35-49K","Single Female",1,"None/Unknown",1470
"19-24","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",1481
"19-24","U","Under 15K","Unknown","Under 35K","Unknown",1,"None/Unknown",1483
"45-54","U","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",1505
"45-54","U","50-74K","Unknown","50-74K","Single Male",1,"None/Unknown",1529
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",1536
"35-44","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",1541
"25-34","U","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",1591
"25-34","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",1627
"45-54","U","75-99K","Unknown","75-99K","Single Female",1,"None/Unknown",1678
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",1689
"35-44","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",1692
"45-54","U","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",1708
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",1720
"19-24","U","250K+","Unknown","150K+","Single Female",1,"None/Unknown",1740
"45-54","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",1748
"45-54","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",1765
"19-24","U","35-49K","Unknown","35-49K","Single Female",1,"None/Unknown",1796
"45-54","U","50-74K","Unknown","50-74K","Single Female",1,"None/Unknown",1812
"45-54","U","175-199K","Unknown","150K+","Single Female",1,"None/Unknown",1847
"35-44","U","15-24K","Unknown","Under 35K","Single Male",1,"None/Unknown",1873
"65+","U","15-24K","Unknown","Under 35K","Single Female",1,"None/Unknown",1917
"19-24","U","Under 15K","Unknown","Under 35K","Unknown",1,"None/Unknown",1927
"25-34","U","75-99K","Unknown","75-99K","Single Male",1,"None/Unknown",1946
"45-54","U","Under 15K","Unknown","Under 35K","Single Female",1,"None/Unknown",1949
"25-34","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",1955
"25-34","U","100-124K","Unknown","100-150K","Single Male",1,"None/Unknown",1982
"25-34","U","50-74K","Unknown","50-74K","Single Male",1,"None/Unknown",1997
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",2004
"45-54","U","Under 15K","Unknown","Under 35K","Single Male",1,"None/Unknown",2006
"19-24","U","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",2013
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",2018
"19-24","U","50-74K","Unknown","50-74K","Single Female",1,"None/Unknown",2064
"35-44","U","15-24K","Unknown","Under 35K","Single Female",1,"None/Unknown",2069
"45-54","U","50-74K","Unknown","50-74K","Unknown",1,"None/Unknown",2070
"25-34","U","35-49K","Unknown","35-49K","Single Female",1,"None/Unknown",2088
"35-44","U","35-49K","Unknown","35-49K","Single Female",1,"None/Unknown",2134
"35-44","U","50-74K","Unknown","50-74K","Single Female",1,"None/Unknown",2168
"25-34","U","50-74K","Unknown","50-74K","Single Female",1,"None/Unknown",2184
"35-44","U","25-34K","Unknown","Under 35K","Single Female",1,"None/Unknown",2186
"45-54","U","Under 15K","Unknown","Under 35K","Single Male",1,"None/Unknown",2200
"35-44","U","75-99K","Unknown","75-99K","Unknown",1,"None/Unknown",2250
"19-24","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",2254
"19-24","U","Under 15K","Unknown","Under 35K","Single Female",1,"None/Unknown",2318
"19-24","U","50-74K","Unknown","50-74K","Single Male",1,"None/Unknown",2343
"45-54","U","35-49K","Unknown","35-49K","Single Female",1,"None/Unknown",2376
"25-34","U","15-24K","Unknown","Under 35K","Single Female",1,"None/Unknown",2405
"19-24","U","35-49K","Unknown","35-49K","Single Female",1,"None/Unknown",2432
"45-54","U","35-49K","Unknown","35-49K","Unknown",1,"None/Unknown",2445
"45-54","U","35-49K","Unknown","35-49K","Single Male",1,"None/Unknown",2497
"25-34","A","75-99K","Renter","75-99K","2 Adults No Kids",2,"None/Unknown",20
"45-54","U","25-34K","Probable Renter","Under 35K","Single Female",1,"None/Unknown",27
"65+","B","35-49K","Probable Owner","35-49K","2 Adults No Kids",2,"None/Unknown",117
"45-54","U","50-74K","Renter","50-74K","Unknown",1,"None/Unknown",239
"35-44","A","Under 15K","Renter","Under 35K","Unknown",3,"1",249
"35-44","B","25-34K","Probable Owner","Under 35K","Single Female",1,"None/Unknown",386
"35-44","U","150-174K","Probable Owner","150K+","Single Female",1,"None/Unknown",389
"45-54","B","25-34K","Renter","Under 35K","Single Female",1,"None/Unknown",390
"19-24","U","50-74K","Probable Owner","50-74K","2 Adults No Kids",2,"None/Unknown",428
"35-44","A","50-74K","Probable Owner","50-74K","2 Adults No Kids",2,"None/Unknown",438
"25-34","B","Under 15K","Renter","Under 35K","2 Adults No Kids",2,"None/Unknown",451
"45-54","U","75-99K","Probable Owner","75-99K","Single Female",1,"None/Unknown",469
"35-44","A","35-49K","Probable Owner","35-49K","1 Adult Kids",3,"1",543
"19-24","A","35-49K","Renter","35-49K","2 Adults Kids",3,"1",586
"45-54","U","35-49K","Probable Renter","35-49K","Unknown",1,"None/Unknown",606
"25-34","B","25-34K","Renter","Under 35K","1 Adult Kids",5,"3+",608
"35-44","A","50-74K","Renter","50-74K","2 Adults Kids",4,"2",647
"35-44","A","15-24K","Renter","Under 35K","1 Adult Kids",4,"2",742
"35-44","A","75-99K","Renter","75-99K","Single Female",2,"None/Unknown",752
"35-44","A","125-149K","Renter","100-150K","Single Female",2,"None/Unknown",762
"35-44","A","50-74K","Renter","50-74K","Single Female",2,"None/Unknown",768
"45-54","A","100-124K","Probable Owner","100-150K","2 Adults Kids",3,"1",908
"45-54","B","25-34K","Renter","Under 35K","1 Adult Kids",2,"1",929
"35-44","B","35-49K","Renter","35-49K","1 Adult Kids",2,"1",968
"55-64","U","Under 15K","Probable Renter","Under 35K","Single Male",1,"None/Unknown",1038
"35-44","B","35-49K","Renter","35-49K","2 Adults No Kids",2,"None/Unknown",1060
"35-44","B","Under 15K","Renter","Under 35K","2 Adults Kids",4,"2",1120
"55-64","U","25-34K","Renter","Under 35K","2 Adults Kids",3,"1",1130
"45-54","U","Under 15K","Probable Renter","Under 35K","Single Male",1,"None/Unknown",1151
"45-54","U","35-49K","Renter","35-49K","Unknown",1,"None/Unknown",1188
"25-34","B","25-34K","Renter","Under 35K","1 Adult Kids",3,"2",1285
"35-44","U","15-24K","Renter","Under 35K","2 Adults Kids",4,"2",1299
"19-24","B","Under 15K","Renter","Under 35K","1 Adult Kids",2,"1",1305
"25-34","B","Under 15K","Probable Renter","Under 35K","Single Male",1,"None/Unknown",1369
"45-54","B","35-49K","Renter","35-49K","Single Female",1,"None/Unknown",1397
"45-54","B","35-49K","Renter","35-49K","Single Female",1,"None/Unknown",1429
"25-34","A","50-74K","Renter","50-74K","2 Adults No Kids",2,"None/Unknown",1462
"35-44","A","50-74K","Probable Owner","50-74K","2 Adults Kids",4,"2",1467
"45-54","U","15-24K","Probable Renter","Under 35K","Unknown",1,"None/Unknown",1479
"25-34","A","50-74K","Probable Owner","50-74K","Single Female",2,"None/Unknown",1488
"25-34","A","75-99K","Renter","75-99K","2 Adults Kids",3,"1",1534
"19-24","A","35-49K","Renter","35-49K","2 Adults Kids",3,"1",1537
"25-34","A","100-124K","Renter","100-150K","1 Adult Kids",4,"2",1557
"45-54","U","15-24K","Renter","Under 35K","Single Male",1,"None/Unknown",1567
"35-44","U","35-49K","Probable Owner","35-49K","2 Adults No Kids",2,"None/Unknown",1604
"19-24","B","Under 15K","Renter","Under 35K","1 Adult Kids",4,"3+",1631
"35-44","U","15-24K","Probable Renter","Under 35K","Single Female",1,"None/Unknown",1648
"35-44","U","15-24K","Probable Renter","Under 35K","Single Female",1,"None/Unknown",1694
"25-34","A","15-24K","Renter","Under 35K","2 Adults Kids",4,"2",1751
"19-24","B","Under 15K","Renter","Under 35K","2 Adults Kids",5,"3+",1816
"19-24","A","35-49K","Renter","35-49K","2 Adults No Kids",2,"None/Unknown",1869
"19-24","B","35-49K","Renter","35-49K","Single Female",1,"None/Unknown",1923
"65+","U","Under 15K","Renter","Under 35K","Single Male",1,"None/Unknown",1964
"35-44","B","75-99K","Renter","75-99K","Single Male",1,"None/Unknown",1975
"45-54","A","25-34K","Renter","Under 35K","Single Male",2,"None/Unknown",2012
"35-44","B","35-49K","Renter","35-49K","2 Adults No Kids",2,"None/Unknown",2041
"25-34","B","50-74K","Probable Renter","50-74K","Single Female",1,"None/Unknown",2158
"25-34","A","35-49K","Renter","35-49K","2 Adults Kids",5,"3+",2209
"45-54","A","35-49K","Renter","35-49K","2 Adults Kids",5,"3+",2292
"45-54","B","25-34K","Renter","Under 35K","2 Adults Kids",4,"2",2294
"35-44","B","35-49K","Renter","35-49K","Single Male",1,"None/Unknown",2295
"65+","A","50-74K","Probable Renter","50-74K","Single Female",2,"None/Unknown",2298
"45-54","A","25-34K","Renter","Under 35K","2 Adults No Kids",2,"None/Unknown",2364
"19-24","U","Under 15K","Probable Renter","Under 35K","Single Female",1,"None/Unknown",2426
